Line,Speaker,Text,Date,Party,Location,URL
"271","Clinton","well john I come from the 60 a long time ago there wa a lot of activ on campu -- civil right activ antiwar activ women s right activ -- and I do appreci the way young peopl are stand up and speak out obvious I believ that on a colleg campu there should be enough respect so peopl hear each other but what happen at the univers there what s happen at other univers I think reflect the deep sens of you know concern even despair that so mani young peopl particularli of color have you know I recent met with a group of mother who lost their children to either kill by polic or random kill in their neighborhood and hear their stori wa so incred profoundli heartbreak each one of them you know describ their child had a pictur you know the mother of the young man with hi friend in the car who wa play loud music and you know some older white man pull out a gun and shot him becaus they wouldn t turn the radio down Or a young woman who had been perform at presid obama s second inaugur come home absolut stellar young woman hang out with her friend in a park get shot by a gang member and of cours I met the mother of eric garner and tamir rice and michael brown and trayvon martin and so mani of them who have lost their children So your origin question is the right question and it s not just a question for parent and grandpar to answer It s realli a question for all of us to answer everi singl one of our children deserv the chanc to live up to hi or her god-given potenti and that s what we need to be do to the best of our abil in our countri","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"274","Sanders","No it is not throw -- it is an extraordinari invest for thi countri germani mani other countri do it alreadi In fact if you rememb 50 60 year ago the univers of california citi univers of new york were virtual tuition-fre here is the stori -- it s not just the colleg graduat should be 50 000 or 100 000 in debt more importantli I want kid in burlington vermont or baltimor maryland who are in the sixth grade or the eighth grade who don t have a lot of money whose parent -- like my parent -- may never have gone to colleg Do you know where I m go kevin I want those kid to know that if they studi hard they do their homework regardless of the incom of their famili they will in fact be abl to get a colleg educ becaus we are go to make public colleg and univers tuition-fre thi is revolutionari for educ in america It will give hope to million of young peopl","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"276","Sanders","ye","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"278","Sanders","well I think that they re be pretti smart becaus I think a lot of the state will do the right thing and I think those state that don t will pay a heavi penalti bottom line here is in the year 2015 we should look at a colleg degre the same way we look at a high school degre 50 or 60 year ago If you want to make it into the middl class -- I m not say in all case -- we need plumber and we need carpent and electrician that s for sure and they should get help as well but bottom line now is in america in the year 2015 ani person who ha the abil and the desir should be abl to get an educ colleg educ regardless of the incom of hi or her famili and we must substanti lower as my legisl doe interest rate on student debt","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"280","O'Malley","okay thank you I have -- look I would agre with much of what senat sander say kevin I believ that actual afford colleg debt-fre colleg is the goal that we need to attain as a nation and unlik my two distinguish colleagu on thi stage I actual made colleg more afford and wa the onli state that went four year in a row without a penni s increas to colleg tuition I respect disagre with senat sander s approach I believ that the goal should be debt-fre colleg I believ that our feder govern need to do more on pell grant state need to stop cut higher educ and we should creat a new block grant program that keep the state skin in the game and we should lower these outrag interest rate that parent and kid are be charg by their own govern 7 percent and 8 percent to go to colleg I mean my dad went to colleg on a G I bill after come home from japan fli 33 mission My daughter went to colleg on a mountain of bill We were proud of them on graduat day but we re go to be proud everi month for the rest of our natur live It -- it doesn t need to be that way We can have debt-fre colleg in the unit state","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"281","Clinton","kevin if I could just jump in I -- I believ that we should make commun colleg free We should have debt-fre colleg if you go to a public colleg or univers you should not have to borrow a dime to pay tuition I want to use pell grant to help defray the live expens that often make a differ whether a young person can stay in school or not I disagre with free colleg for everybodi I don t think taxpay should be pay to send donald trump s kid to colleg I think it ought to be a compact -- famili contribut kid contribut and togeth we make it possibl for a new gener of young peopl to refin their debt and not come out with debt in the futur","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"284","Sanders","It s not go to happen tomorrow and it s probabl not go to happen until we have real campaign financ reform and get rid of all these superpac and the power of the insur compani and the drug compani but at the end of the day nanci here is the question -- in thi great countri of our with so much intellig and so much capabl whi do we remain the onli major countri on earth that doe not guarante health care to all peopl as a right whi do we continu to get rip off by the drug compani who can charg us ani price they want whi is it that we are spend per capita far far more than canada which is 100 mile away from my door that guarante health care to all peopl It will not happen tomorrow but when million of peopl stand up and are prepar to take on the insur compani and the drug compani it will happen and I will lead that effort medicar for all single-pay system is the way we should go","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"286","Clinton","No revolut never came I wait and I got the scar to show for it We now have thi great accomplish known as the afford care act and I don t think we should have to be defend it among democrat We ought to be work to improv it and prevent republican from both underm it and even repeal it I have look at -- I have look at the legisl that senat sander ha propos and basic he doe elimin the afford care act elimin privat insur elimin medicar elimin medicaid tricar children s health insur program -- put it all togeth in a big program which he then hand over to the state to administ and I have to tell you I would not want -- if I live in iowa terri branstad administ my health care I -- I think -- I think as democrat we ought to proudli support the afford care act improv it and make it the model that we know it can be","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"287","Sanders","well let me just say someth","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"289","Sanders","We don t elimin medicar We expand medicar to all peopl and we will not under thi propos have a situat that we have right now with the afford care act where you have state like south carolina and mani other republican state that becaus of their right wing polit ideolog are deni million of peopl the expans of medicaid that we pass in the afford care act ultim we have got to say as a nation secretari clinton is health care a right of all peopl or is it not I believ it is a right","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"290","O'Malley","may I jump in here for 30 second on health care","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"295","Clinton","well there are so mani I don t know where to start","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"297","Clinton","I guess the one I -- I would pick is the fact that I wa part of a veri small group that had to advis the presid about whether or not to go after bin laden I spent a lot of time in the situat room as secretari of state and there were mani veri difficult choic present to us but probabl that wa the most challeng becaus there wa no certainti attach to it the intellig wa by no mean absolut We had all kind of question that we discuss and you know at the end I recommend to the presid that we take the chanc to do what we could to find out whether that wa bin laden and to final bring him to justic It wa an excruci experi I couldn t talk to anybodi about it In fact after it happen the presid call my husband -- he call all the former presid and he said to bill well I assum hillari ha told you about thi and bill said No no she hasn t there wa nobodi to talk to and it realli did give me an insight into the veri difficult problem presid face","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"299","O'Malley","john I don t think that there is a crisi at the state or local level that realli you can point to and say therefor I am prepar for the sort of crise that ani man or woman who is command in chief of our countri ha to deal with but I can tell you thi I can tell you that as a mayor and as a governor I learn certain disciplin which I believ are directli applic to that veri veri power and most import of all job in the unit state the presid whose first and primari duti is to protect the peopl of our countri you learn that threat alway chang you learn to creat a secur cabinet you learn to creat feedback mechan you learn to constantli evalu and understand the natur of the threat that you are be face with I have been tri under mani differ emerg and I can tell you that in each of those emerg whether they were inflict by drug gang whether they were natur emerg I knew how to lead and I knew how to govern becaus I know how to manag peopl in a crisi and be veri clear about the goal of protect human life","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"301","Sanders","john I had the honor of be chairman of the U S senat committe on veteran affair for two year and in that capac I met with just an extraordinari group of peopl from world war II from korea vietnam all of the war peopl came back from iraq and afghanistan without leg without arm and I wa determin to do everyth that I could to make VA health care the best in the world to expand benefit to the men and women who put their live on the line to defend We brought togeth legisl support by the american legion the vfw the dod vietnam vet all of the veteran organ which wa comprehens clearli the best piec of veteran legisl brought forth in decad I could onli get two republican vote on that We end up with 56 vote We need 60 So what I had to do then is go back and start work on a bill that wasn t the bill that I want sit down with peopl like john mccain sit down with peopl like jeff miller the republican chairman of the hous and work on a bill It wasn t the bill that I want but yet it turn out to be one of the more signific piec of veteran legisl pass in recent histori So the crisi wa I lost what I want but I had to stand up and come back and get the best that we could","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"305","O'Malley","john thank you and to all of the peopl in iowa for the role you have perform in thi presidenti select process If you believ that our countri s problem and the threat that we face in thi world can onli be met with new think new and fresh approach then I ask you to join my campaign Go on to martinomalley com No hour is too short no dollar too small If you -- we will not solv our nation s problem by resort to the divis ideolog of our past or by return to polar figur from our past We are at the threshold of a new era of american progress but it s go to requir that we act as american base on our principl here at home make an economi that work for all of us and also act accord to our principl and construct a new foreign polici of engag and collabor and do a much better job of identifi threat befor they back up into militari corner there is no challeng too great for the unit state to confront provid we have the abil and the courag to put forward new leadership that can move us to those better and safer and more prosper day I need your help thank you veri veri much","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"308","Clinton","well thank you veri much to cb and everyon here thi even for give us anoth chanc to appear befor you I ve heard a lot about me in thi debat and I m go to keep talk and think about all of you becaus ultim I think the presid s job is to do everyth possibl everyth that she can do to lift up the peopl of thi countri","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"310","Clinton","start with our children and move forward I ve spent my entir life sinc I start as a young lawyer for the children s defens fund tri to figur out how we can even the odd for so mani peopl in america thi great countri of our who are behind who don t have a chanc and that s what I will do as your presid I will work my heart out I need your help all of you in iowa I need you to caucu for me pleas go to hillaryclinton com and be part of make thi countri what we know it can and should be","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"313","Sanders","john -- john thi countri today ha more incom and wealth inequ than ani major countri on earth We have a corrupt campaign financ system domin by super pac We are the onli major countri on earth that doesn t guarante healthcar to all peopl We have the highest rate of childhood poverti and we re the onli countri in the world -- virtual the onli countri that doesn t guarante paid famili and medic leav that s not the america that I think we should be but in order to bring about the chang that we need we need a polit revolut million of peopl are go to have to stand up turn off the TV get involv in the polit process and tell the big- money interest that we are take back our countri pleas go to berniesand com pleas becom part of the polit revolut thank you","11/14/15","Democratic","Des Moines, Iowa","http://www.presidency.ucsb.edu/ws/index.php?pid=110910"
"23","Trump","well look he wa a fail candid he should have beaten presid obama veri easi He fail miser and it wa an embarrass to everybodi includ the republican parti It look like he went away on a vacat the last month So I don t take that and I guess obvious he want to be relev He want to be back in the game As far as domest polici and trade which is kill our countri he said free trade and I believ in free trade also but if you look at china and you look japan and if you look at mexico both at the border by the way where they re kill us both at the border and with trade -- and everi other countri we do busi with we are get absolut crush on trade and he said free trade I say free trade great but not when they re beat us so badli with china we re go to lose 505 billion dollar in term of trade you just can t do it mexico 58 billion dollar japan probabl about they don t know it yet but about 109 billion dollar everi countri we lose money with As far as I m concern we ve got to reduc -- we have to redo our trade deal 100 percent I have the greatest busi peopl in the world line up to do it We will","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"25","Trump","great trade deal","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"28","Trump","I total disavow the klu klux klan I total disavow david duke I ve been do it now for two week thi is your -- you re probabl about the 18th person that s ask me the question It wa veri clear that question wa also talk about in the form of group group I want to know which group are you talk about you have to tell me which group ultim he got to the klu klux klan which obvious I m go to disavow and by the way if you look on my twitter account almost immedi after the program they were disavow again you know it s amaz when I do someth on twitter everybodi pick it up goe all over the place but when I did thi one nobodi ever pick it up take a look at my twitter account","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"30","Trump","thank you thank","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"33","Rubio","ye you know bret let me say someth thi campaign for the last year donald trump ha basic mock everybodi with person attack He ha done so to peopl that are sit on the stage today He ha done so about peopl that are disabl He ha done it about everi candid in thi race So if there is anyon who ha ever deserv to be attack that way it ha been donald trump for the way he ha treat peopl in the campaign now that said I would much prefer to have a polici debat I hope that s what we will have here tonight let s have a polici debat","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"34","Trump","and we will","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"35","Rubio","let s talk about donald trump s strategi and my strategi and ted s strategi and john kasich s strategi when it come to isi and on health care and on the import issu face thi countri but let s be honest too about all thi the media ha given these person attack that donald trump ha made an incred amount of coverag let s start talk again about the issu that matter to thi countri I m readi to do that start right here right now tonight","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"37","Trump","well I also happen to call him a lightweight OK and I have said that So I would like to take that back He is realli not that much of a lightweight and as far as -- and I have to say thi I have to say thi He hit my hand nobodi ha ever hit my hand I have never heard of thi look at those hand are they small hand","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"39","Trump","and he refer to my hand if they are small someth els must be small I guarante you there is no problem I guarante","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"42","Cruz","well megyn you know at the end of the day for the folk at home thi is not about the insult back and forth between the candid thi is not about what attack we can throw at each other thi is the peopl at home who are struggl through seven year of barack obama thi is the singl mom who are work two and three job 28 29 hour a week becaus their hour have been forcibl reduc becaus of obamacar thi is the truck driver and the steel worker and the mechan with callus on their hand who have seen their wage not grow year after year after year while the cost of live goe up thi is all the young peopl come out of school with student loan up to their eyebal that aren t abl to find a job and I don t think the peopl of america are interest in a bunch of bicker school children they are interest in solut not slogan It s easi to say make thing better make thing great you can even print it and put it on a basebal cap but the question is do you understand the principl that made america great in the first place As presid I will repeal everi word of obamacar I will pull back the regul that are kill small busi and we will pass a simpl flat tax and abolish the ir and what that s go to do megyn is small busi are go to explod We are go to see million of high-pay job We are go to see wage go up We are go to see opportun that s where our focu need to be that s where my focu is and that is whi our campaign is the onli campaign that over and over again ha beaten donald trump to date and it s whi we are the one campaign that go forward can and will beat donald trump in thi elect","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"44","Trump","I have heard ted say that over and over again on televis that he is the onli one that can beat me just for the record I have won 10 He ha won three or four last week in fact on tuesday I wa a half a million vote higher than him I wa a million vote higher than marco 1 million vote that s a lot of vote and wa by far in first place So I keep hear that he is the onli one that can beat me but he is get beaten veri veri badli So where doe thi come from where doe it come from","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"46","Rubio","ye I would just say a coupl of thing there is no doubt that donald ha done well in these elect there is no doubt about that the number are there here is what the number also say two-third of the peopl who have cast a vote in a republican primari or caucu have vote against you they do not want you to be our nomine and the reason whi is becaus we are not go to turn over the conserv movement or the parti of lincoln or reagan for exampl to someon whose posit are not conserv To someon who last week defend plan parenthood for 30 second a debat stage To someon for exampl that ha no idea on foreign -- someon who think the nuclear triad is a rock band from the 1980 s","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"47","Trump","Oh yeah you re","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"48","Rubio","To someon who time and again on issu after issu ha not proven that he ha the","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"50","Rubio","that outlin what the conserv movement ha been about and as ted said the thing that made america great america is great becaus of the conserv principl of limit govern and free enterpris and a strong nation defens","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"52","Rubio","and our nomine need to be someon that stand by those thing","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"54","Rubio","donald ha not demonstr that","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"57","Trump","veri nice word but happen to be wrong cnn just came out with a poll two day ago that","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"58","Rubio","inaud","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"59","Trump","that nation poll -- excus me","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"60","Rubio","inaud","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"61","Trump","the nation poll -- a nation poll where he s at 15 he s at 14","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"62","Rubio","inaud","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"63","Trump","and I m at 49 so when he say 75 percent that would mean that 80 percent of the peopl don t dig you and I m back down to 50","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"64","Rubio","Of all the peopl on thi stage he perform the worst against hillari clinton","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"65","Trump","wrong","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"66","Rubio","If you re our nomine we will lose","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"67","Trump","I beat hillari clinton I beat hillari clinton in mani poll","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"68","Rubio","you lose by inaud point she will wipe you out","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"69","Trump","I beat hillari clinton in mani poll","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"70","Rubio","If you re our nomine inaud","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"72","Trump","I think I m talk","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"73","Rubio","Oh excus me inaud","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"74","Trump","I beat hillari clinton","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"76","Trump","I hope you think inaud","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"78","Trump","I beat hillari clinton in mani poll the cue poll just came out I beat hillari clinton in a recent fox poll I beat hillari clinton in usa today I beat her today in a poll in ohio I beat -- I m the onli one that beat hillari clinton I beat -- and I have not start on hillari yet believ me I","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"80","Trump","start soon I haven t even start","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"83","Kasich","you know thi so much about process It frankli is bore to me I would like it clear though sinc we re talk about poll I beat hillari clinton by more than 11 point and the reason it","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"85","Trump","In one poll","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"86","Kasich","the reason it happen","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"87","Trump","In one poll","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"88","Kasich","you know the reason is becaus as the democrat tell me all the time I can get the crossov vote you see becaus throughout thi campaign I ve talk about issu I have never tri to go and get into these scrum that we re see here on the stage and peopl say everywher I go you seem to be the adult on the stage","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"90","Kasich","In term of -- you know mitt romney s a great guy but he doesn t determin my strategi the fact of the matter is I m run for presid becaus I work hard to fix thi countri when I wa in washington as the chairman of the budget committe where we had some of the most signific job growth after we balanc the budget We had wage go up it wa veri success in ohio our wage grow faster than the nation averag We re up over 400 000 job We paid down back in the old day they paid down half a trillion dollar of the nation debt It s a formula that work and I believ that formula will work when I return to washington as the presid and by the way I won t need on the job train becaus I know how to do all of thi and within the first 100 day I will have a plan that will pass the congress","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"92","Kasich","It is reason and I can bring both side","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"95","Kasich","well bret I think we re all realli there I mean the simpl fact is that you know you all wrote me off you wrote me off befor I even got to new hampshir then when I finish in new hampshir you wrote me off in the south then you wrote me off in super tuesday I split deleg in vermont with donald trump I finish second in massachusett and we won deleg in virginia but guess what It s now march mad and we re head up north to the place -- to my turf OK","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"97","Kasich","and let me just tell you thi I will win ohio and I am go to move all across thi countri and over time as peopl begin to final hear my messag -- you know what peopl say bret to me all the time whi don t they give you ani time on the debat stage whi is that","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"99","Kasich","So now all of a sudden I m start to get it and what I want the peopl to know is I know how to bring peopl togeth republican and democrat I have success both at the feder level and the state level brought econom growth wage growth and econom secur to thi countri and I want to go back and do it again and I m go to keep talk about my messag of bring peopl togeth and motiv peopl in the neighborhood that realiz they don t need somebodi from washington gallop in there are mani thing they can do where they live becaus the strength of our countri is in our neighborhood and our famili and I m go to keep do thi","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"103","Rubio","well first of all govern","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"105","Rubio","first of all chri my point is exactli right He ha spent a career of convinc american that he s someth that he s not in exchang for their money now he s tri to do the same in exchang for their countri thi is a fact He talk about these great busi that he s built He inherit over 100 million","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"106","Trump","wrong wrong","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"107","Rubio","and with that money he lost more money than he made","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"110","Rubio","He can start tonight by announc that all the donald trump cloth will no longer be made in china and in mexico but will be made here in the unit state","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"112","Rubio","and on the issu of job creation I find thi interest the privat sector creat job the job of those of us in public servic are to put in place polici that allow the economi to grow that s the problem with the democrat parti they think govern is what creat job govern doe not creat job now the way you creat job is you make america the easiest and the best place in the world to start a busi or to expand an exist busi If you go on my websit marcorubio com you will see a real plan to fix our tax to roll back regul to repeal and replac obamacar not just line around the state seriou polici and propos","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"114","Trump","thi littl guy ha lie so much","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"115","Rubio","here we go","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"116","Trump","about my record","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"117","Rubio","here we go It s person","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"120","Trump","He ha lie so much about my record","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"122","Trump","and I will tell you thi first of all I got a call from my sister and brother tonight and they said we had no idea dad gave you 200 million believ me I start off with 1 million I built a compani that s worth more than 10 billion and I say it not in a brag way but that s the kind of think we need veri low debt tremend cash flow My financi are all -- they re all in there with the feder elect you ve seen them everybodi ha seen them I say it onli becaus that s the kind of think thi countri need with 19 trillion in debit believ me","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"125","Trump","they devalu their currenc I will do that and by the way I have been do it more and more but they devalu their currenc in particular china mexico is do a big number now also japan is unbeliev what they re do they devalu their currenc and they make it imposs for clothing-mak in thi countri to do cloth in thi countri and if you look at what s happen on seventh avenu and you look at what s happen in new york with the garment industri so much of the cloth now come out from vietnam china and other place and it s all becaus of devalu By the way the trans-pacif if you look at the tpp a total disast which by the way marco is in favor of they need -- it is a disast for our countri It s tri to be approv by variou peopl includ presid obama and I ll tell you someth the biggest problem with that is they don t take into concurr the devalu they re devalu their currenc","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"127","Trump","and they re kill -- they re go","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"130","Rubio","the answer is he s not go to do it and you know whi becaus there are plenti of cloth maker in america","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"133","Rubio","If you go on my websit marcorubio com everyth we have on there is made in america the reason whi he make it in china or mexico is becaus he can make more money on it that s whi he s do it and the second point you see what happen again when you challeng him on a polici issu you ask him about the economi and the first thing he doe is launch an attack about some littl guy thing becaus he doesn t have answer","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"134","Trump","No no I have veri good answer","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"135","Rubio","and he s ask us to make him the presid of the unit state of america","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"138","Rubio","thi is not a game","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"139","Trump","I know what s happen with the economi you don t know a thing","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"140","Rubio","well then answer the economi question","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"141","Trump","you haven t employ in your life one person","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"142","Rubio","but he doesn t answer the employ question","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"143","Trump","I have employ ten of thousand of peopl","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"145","Trump","you haven t employ one person","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"146","Rubio","you ever heard of trump steak you ever heard of trump vodka","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"147","Trump","Oh you know what you know what take a look at trump steak","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"148","Rubio","all of these compani he ha ruin","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"149","Trump","By the way that s the other thing","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"150","Rubio","trump steak is gone you have ruin these compani","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"151","Trump","mitt","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
"153","Trump","fals total fals and now the funni thing is he didn t talk about the hundr of realli success job the build all over the world that have made a fortun","3/3/16","Republican","Detroit, Michigan","http://www.presidency.ucsb.edu/ws/index.php?pid=111711"
